TABLO-3 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Ön Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
204150816;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Moda Tasarýmý (Burslu);TYT;3;3;334,50183;339,14513;--;--;--;--;1;1;233,66614;233,66614;--;--;--;--;--;--;--;--
204190651;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Moda Tasarýmý (Ücretli);TYT;13;13;191,52148;285,49163;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204190672;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Radyo ve Televizyon Programcýlýðý (%25 Ýndirimli);TYT;7;7;227,84641;291,36123;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150525;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Radyo ve Televizyon Programcýlýðý (Burslu);TYT;3;3;334,91521;357,23465;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
204190665;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Radyo ve Televizyon Programcýlýðý (Ücretli);TYT;10;10;197,90239;222,77826;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204190686;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Hava Ulaþtýrma Ýþletmeciliði (%25 Ýndirimli);TYT;6;6;247,99380;274,88378;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204151011;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Hava Ulaþtýrma Ýþletmeciliði (Burslu);TYT;3;3;345,98777;369,49277;--;--;--;--;1;1;323,22677;323,22677;--;--;--;--;--;--;--;--
204190679;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Hava Ulaþtýrma Ýþletmeciliði (Ücretli);TYT;14;14;212,03905;246,61271;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204190693;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Havacýlýk Kabin Hizmetleri (%25 Ýndirimli);TYT;10;10;298,00570;324,14307;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150834;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Havacýlýk Kabin Hizmetleri (Burslu);TYT;4;4;356,77116;391,82195;--;--;--;--;1;1;339,05698;339,05698;--;--;--;--;1;0;--;--
204150825;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Sivil Havacýlýk Kabin Hizmetleri (Ücretli);TYT;20;20;234,84738;296,39185;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204190707;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (%25 Ýndirimli);TYT;10;10;238,80448;299,36062;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150719;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (Burslu);TYT;4;4;340,50534;344,25580;--;--;--;--;1;1;309,80851;309,80851;--;--;--;--;1;0;--;--
204190700;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (Ücretli);TYT;20;20;196,70314;234,87568;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204190721;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði (%25 Ýndirimli);TYT;6;6;230,96668;275,47604;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150243;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði (Burslu);TYT;3;3;322,81489;332,28129;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
204190714;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði (Ücretli);TYT;9;9;207,75907;230,95507;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150985;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Uçak Teknolojisi (%25 Ýndirimli);TYT;9;9;316,68926;341,61178;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
204150852;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Uçak Teknolojisi (Burslu);TYT;4;4;395,93773;405,57866;--;--;--;--;1;1;386,65878;386,65878;--;--;--;--;1;1;199,50055;199,50055
204150843;VAKIF;MALTEPE ÜNÝVERSÝTESÝ (ÝSTANBUL);Meslek Yüksekokulu;Uçak Teknolojisi (Ücretli);TYT;22;22;273,16485;298,30157;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102550952;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Ahmetli Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;110;113;257,65543;313,39432;3;0;--;--;--;--;--;--;3;3;221,32140;252,25559;--;--;--;--
102550864;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Ahmetli Meslek Yüksekokulu;Büro Yönetimi ve Yönetici Asistanlýðý;TYT;95;98;251,19349;325,95325;3;0;--;--;--;--;--;--;3;3;234,88545;250,76374;--;--;--;--
102551183;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Ahmetli Meslek Yüksekokulu;Ýnsan Kaynaklarý Yönetimi;TYT;80;82;257,92894;295,05471;2;0;--;--;--;--;--;--;2;2;242,81978;249,24064;--;--;--;--
102551314;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Ahmetli Meslek Yüksekokulu;Ýnsan Kaynaklarý Yönetimi (Uzaktan Öðretim);TYT;80;82;268,65700;352,40455;2;0;--;--;--;--;--;--;2;2;264,66461;268,53503;--;--;--;--
102550652;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Ahmetli Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;80;82;251,96752;313,93514;2;0;--;--;--;--;--;--;2;2;238,93846;239,68436;--;--;--;--
102551147;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;70;72;304,31170;403,13428;2;0;--;--;--;--;--;--;2;2;195,50532;197,23489;--;--;--;--
102551226;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Elektrik;TYT;40;41;275,66876;348,75339;1;0;--;--;--;--;--;--;1;1;202,27145;202,27145;--;--;--;--
102590271;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Kümes Hayvanlarý Yetiþtiriciliði;TYT;20;21;236,57596;264,96401;1;0;--;--;--;--;--;--;1;1;223,20677;223,20677;--;--;--;--
102590275;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Laboratuvar Teknolojisi;TYT;40;41;298,89778;327,44908;1;0;--;--;--;--;--;--;1;1;237,91177;237,91177;--;--;--;--
102590276;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Makine;TYT;30;31;278,70894;355,97515;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
102550846;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Pazarlama;TYT;40;41;241,35553;283,75407;1;0;--;--;--;--;--;--;1;1;236,48626;236,48626;--;--;--;--
102550697;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Akhisar Meslek Yüksekokulu;Zeytincilik ve Zeytin Ýþleme Teknolojisi;TYT;20;21;251,57411;397,31561;1;0;--;--;--;--;--;--;1;1;236,56527;236,56527;--;--;--;--
102550079;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Baðcýlýk;TYT;25;26;238,48269;323,27753;1;0;--;--;--;--;--;--;1;1;211,59264;211,59264;--;--;--;--
102551208;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Bitki Koruma;TYT;30;31;267,09537;332,97465;1;0;--;--;--;--;--;--;1;1;256,82534;256,82534;--;--;--;--
102550749;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Kooperatifçilik;TYT;30;31;236,67912;291,02541;1;0;--;--;--;--;--;--;1;1;227,83737;227,83737;--;--;--;--
102550643;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Laboratuvar Teknolojisi;TYT;50;52;291,93738;328,65966;2;0;--;--;--;--;--;--;2;2;241,10016;255,19357;--;--;--;--
102551095;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Organik Tarým;TYT;25;26;238,91156;406,18358;1;0;--;--;--;--;--;--;1;1;223,00653;223,00653;--;--;--;--
102550122;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Alaþehir Meslek Yüksekokulu;Týbbi ve Aromatik Bitkiler;TYT;25;26;239,53079;307,55059;1;0;--;--;--;--;--;--;1;1;233,94800;233,94800;--;--;--;--
102550634;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;80;82;252,72392;305,18829;2;0;--;--;--;--;--;--;2;2;237,67342;242,93138;--;--;--;--
102551332;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Coðrafi Bilgi Sistemleri;TYT;60;62;233,92994;297,81915;2;0;--;--;--;--;--;--;2;2;215,60815;216,18565;--;--;--;--
102550591;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Dýþ Ticaret;TYT;70;72;246,77652;307,35801;2;0;--;--;--;--;--;--;2;2;221,16252;245,45861;--;--;--;--
102590332;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Dýþ Ticaret (KKTC Uyruklu);TYT;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102550661;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;60;62;243,68612;317,14679;2;0;--;--;--;--;--;--;2;2;217,04696;233,32708;--;--;--;--
102551298;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Demirci Meslek Yüksekokulu;Ormancýlýk ve Orman Ürünleri;TYT;70;71;298,57959;395,19616;2;1;286,97665;286,97665;--;--;--;--;2;2;267,63935;284,88811;--;--;--;--
102550873;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Gördes Meslek Yüksekokulu;Büro Yönetimi ve Yönetici Asistanlýðý;TYT;50;52;246,43490;282,63088;2;0;--;--;--;--;--;--;2;2;215,67848;220,64271;--;--;--;--
102551271;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Gördes Meslek Yüksekokulu;Halkla Ýliþkiler ve Tanýtým;TYT;80;81;235,59912;297,93204;2;1;214,32961;214,32961;--;--;--;--;2;2;223,29894;229,64532;--;--;--;--
102551102;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Gördes Meslek Yüksekokulu;Maliye;TYT;85;88;238,50524;299,49811;3;0;--;--;--;--;--;--;3;3;230,40056;234,19450;--;--;--;--
102550679;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Gördes Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;40;41;240,83725;283,90824;1;0;--;--;--;--;--;--;1;1;228,97470;228,97470;--;--;--;--
102550255;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;90;93;294,35229;340,44272;3;0;--;--;--;--;--;--;3;1;225,20779;225,20779;--;--;--;--
102550925;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Lojistik;TYT;100;103;257,49485;340,78377;3;0;--;--;--;--;--;--;3;3;201,10507;228,89651;--;--;--;--
102550688;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;60;62;242,90824;328,81725;2;0;--;--;--;--;--;--;2;2;235,10120;242,09408;--;--;--;--
102551323;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Sosyal Güvenlik;TYT;100;103;248,24957;327,72649;3;0;--;--;--;--;--;--;3;3;225,39871;234,29159;--;--;--;--
102590337;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Sosyal Hizmetler;TYT;50;52;274,35556;326,33753;2;0;--;--;--;--;--;--;2;2;242,96147;244,10932;--;--;--;--
102590338;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kýrkaðaç Meslek Yüksekokulu;Sosyal Hizmetler (KKTC Uyruklu);TYT;1;1;233,29221;233,29221;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102550282;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Köprübaþý Meslek Yüksekokulu;Harita ve Kadastro;TYT;70;72;252,35467;303,25004;2;0;--;--;--;--;--;--;2;2;213,69147;217,41930;--;--;--;--
102550722;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Köprübaþý Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;30;31;240,45417;315,87606;1;0;--;--;--;--;--;--;1;1;231,59385;231,59385;--;--;--;--
102590384;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Köprübaþý Meslek Yüksekokulu;Mahkeme Büro Hizmetleri;TYT;30;30;298,51999;345,90196;1;1;188,45133;188,45133;--;--;--;--;1;1;279,45476;279,45476;--;--;--;--
102551129;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kula Meslek Yüksekokulu;Halkla Ýliþkiler ve Tanýtým;TYT;90;93;237,80685;298,19820;3;0;--;--;--;--;--;--;3;3;224,18367;230,78734;--;--;--;--
102550713;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kula Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;40;41;243,96817;283,55048;1;0;--;--;--;--;--;--;1;1;231,13949;231,13949;--;--;--;--
102551235;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kula Meslek Yüksekokulu;Maliye;TYT;50;52;244,92262;302,01619;2;0;--;--;--;--;--;--;2;2;218,23157;218,78986;--;--;--;--
102590178;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Kula Meslek Yüksekokulu;Mimari Restorasyon;TYT;50;52;250,05637;336,06429;2;0;--;--;--;--;--;--;2;2;173,04556;187,36529;--;--;--;--
102551289;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým;TYT;65;65;345,19927;370,59170;2;2;315,99369;331,51064;--;--;--;--;2;2;299,40802;324,91114;--;--;--;--
102551402;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri;TYT;40;40;299,02269;353,66228;1;1;234,47021;234,47021;--;--;--;--;1;1;276,45530;276,45530;--;--;--;--
102590172;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri (KKTC Uyruklu);TYT;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
102550016;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik;TYT;50;50;331,93958;428,81031;2;2;264,69013;276,78898;--;--;--;--;2;2;271,54339;273,31055;--;--;--;--
102550961;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri;TYT;65;65;341,15283;427,68917;2;2;293,80595;295,02042;--;--;--;--;2;2;274,19763;282,49911;--;--;--;--
102550776;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri;TYT;60;62;333,28383;372,91496;2;0;--;--;--;--;--;--;2;2;267,57855;297,79795;--;--;--;--
102550882;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Saðlýk Hizmetleri Meslek Yüksekokulu;Yaþlý Bakýmý;TYT;70;72;294,03328;362,28284;2;0;--;--;--;--;--;--;2;2;232,32946;261,39087;--;--;--;--
102590391;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Alternatif Enerji Kaynaklarý Teknolojisi (Erkek);TYT;25;25;282,38839;355,79396;1;1;228,25508;228,25508;--;--;--;--;--;--;--;--;--;--;--;--
102590398;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Alternatif Enerji Kaynaklarý Teknolojisi (Kýz);TYT;25;26;268,64493;328,74398;1;0;--;--;--;--;--;--;1;1;260,33067;260,33067;--;--;--;--
102590339;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;50;50;343,89861;395,35671;2;2;300,69990;318,81110;--;--;--;--;2;2;229,71763;249,96340;--;--;--;--
102590405;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Büyük Veri Analistliði;TYT;30;30;332,18542;406,07910;1;1;263,10409;263,10409;--;--;--;--;1;1;219,11009;219,11009;--;--;--;--
102590412;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Dijital Dönüþüm Elektroniði;TYT;30;31;299,44706;365,24001;1;0;--;--;--;--;--;--;1;1;249,24903;249,24903;--;--;--;--
102590340;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Elektrik;TYT;50;52;303,61951;378,20077;2;0;--;--;--;--;--;--;2;2;198,01318;208,03078;--;--;--;--
102590341;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Endüstriyel Kalýpçýlýk;TYT;50;52;271,60131;318,30990;2;0;--;--;--;--;--;--;2;2;190,70746;191,25644;--;--;--;--
102590419;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Ýmalat Yürütme Sistemleri Operatörlüðü;TYT;30;31;271,82000;316,42553;1;0;--;--;--;--;--;--;1;1;210,94938;210,94938;--;--;--;--
102550801;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;80;82;280,00358;388,23789;2;0;--;--;--;--;--;--;2;2;223,47464;223,92407;--;--;--;--
102550943;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Makine;TYT;70;71;303,61804;372,38849;2;1;247,15507;247,15507;--;--;--;--;2;1;192,11275;192,11275;--;--;--;--
102590272;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Makine Resim ve Konstrüksiyonu;TYT;50;52;288,90005;344,02909;2;0;--;--;--;--;--;--;2;1;163,36142;163,36142;--;--;--;--
102551395;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Manisa Teknik Bilimler Meslek Yüksekokulu;Mekatronik;TYT;50;51;319,30248;391,01316;2;1;294,71866;294,71866;--;--;--;--;2;2;189,19667;228,78890;--;--;--;--
102550794;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;70;72;301,21924;332,68477;2;0;--;--;--;--;--;--;2;2;201,94490;211,95385;--;--;--;--
102550546;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Çocuk Geliþimi;TYT;70;72;293,70021;332,06408;2;0;--;--;--;--;--;--;2;2;241,32740;269,54789;--;--;--;--
102551262;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Çocuk Geliþimi (Uzaktan Öðretim);TYT;80;82;270,17342;341,04479;2;0;--;--;--;--;--;--;2;2;264,09052;265,43328;--;--;--;--
102550607;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Dýþ Ticaret;TYT;100;103;254,89432;326,57509;3;0;--;--;--;--;--;--;3;3;209,95842;222,49471;--;--;--;--
102590274;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Emlak Yönetimi;TYT;55;57;240,26800;308,00914;2;0;--;--;--;--;--;--;2;2;233,78162;238,43892;--;--;--;--
102550916;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Moda Tasarýmý;TYT;60;62;264,67899;303,64850;2;0;--;--;--;--;--;--;2;2;258,08515;258,55526;--;--;--;--
102551192;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Özel Güvenlik ve Koruma;TYT;50;52;266,31597;309,94062;2;0;--;--;--;--;--;--;2;2;233,88718;236,41603;--;--;--;--
102550325;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Pazarlama;TYT;50;52;241,37258;289,56007;2;0;--;--;--;--;--;--;2;2;215,93265;223,37309;--;--;--;--
102550334;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Salihli Meslek Yüksekokulu;Yerel Yönetimler;TYT;80;82;239,11205;288,06846;2;0;--;--;--;--;--;--;2;2;232,55704;233,82211;--;--;--;--
102550343;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Sarýgöl Meslek Yüksekokulu;Harita ve Kadastro;TYT;45;47;259,16199;361,48310;2;0;--;--;--;--;--;--;2;2;204,38689;211,13948;--;--;--;--
102551217;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Sarýgöl Meslek Yüksekokulu;Tapu ve Kadastro;TYT;50;52;276,99734;351,47250;2;0;--;--;--;--;--;--;2;2;240,94923;250,68189;--;--;--;--
102550352;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Saruhanlý Meslek Yüksekokulu;Gýda Teknolojisi;TYT;40;41;278,31602;315,95086;1;0;--;--;--;--;--;--;1;1;248,63488;248,63488;--;--;--;--
102550731;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Saruhanlý Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;50;52;252,16308;354,46188;2;0;--;--;--;--;--;--;2;2;232,86072;234,38076;--;--;--;--
102590173;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Biyomedikal Cihaz Teknolojisi;TYT;40;41;284,80626;310,37855;1;0;--;--;--;--;--;--;1;1;229,54517;229,54517;--;--;--;--
102550379;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Elektrik;TYT;40;41;276,21464;350,40142;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
102550837;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Grafik Tasarýmý;TYT;60;62;289,20832;377,76408;2;0;--;--;--;--;--;--;2;2;233,86296;240,23689;--;--;--;--
102551165;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Ýþ Saðlýðý ve Güvenliði;TYT;40;41;283,71955;337,89162;1;0;--;--;--;--;--;--;1;1;265,67850;265,67850;--;--;--;--
102551253;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Ýþ Saðlýðý ve Güvenliði (Uzaktan Öðretim);TYT;50;52;276,81492;338,94901;2;0;--;--;--;--;--;--;2;2;273,17027;274,06247;--;--;--;--
102590273;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Madencilik Teknolojisi;TYT;50;52;261,05960;318,59227;2;0;--;--;--;--;--;--;2;2;220,48387;255,58747;--;--;--;--
102550397;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Makine;TYT;40;40;274,57040;346,46656;1;1;265,07047;265,07047;--;--;--;--;1;1;192,48817;192,48817;--;--;--;--
102550485;DEVLET;MANÝSA CELÂL BAYAR ÜNÝVERSÝTESÝ;Soma Meslek Yüksekokulu;Mekatronik;TYT;40;40;284,83790;321,31610;1;1;240,03376;240,03376;--;--;--;--;1;1;175,17461;175,17461;--;--;--;--
